"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"ANC17MA001","ACC","94121","2016-10-02T12:57:00Z","Togiak","Alaska","United States","AAR1802","N208SD","true","Aviation","Report","2018-05-01T04:00:00Z","Fatal","3","0","0","The flight crew's decision to continue the visual flight rules flight into deteriorating visibility and their failure to perform an immediate escape maneuver after entry into instrument meteorological conditions, which resulted in controlled flight into terrain (CFIT). Contributing to the accident were (1) Hageland's allowance of routine use of the terrain inhibit switch for inhibiting the terrain awareness and warning system alerts and inadequate guidance for uninhibiting the alerts, which reduced the margin of safety, particularly in deteriorating visibility; (2) Hageland's inadequate crew resource management (CRM) training; (3) the Federal Aviation Administration's failure to ensure that Hageland's approved CRM training contained all the required elements of Title 14 Code of Federal Regulations 135.330; and (4) Hageland's CFIT avoidance ground training, which was not tailored to the company's operations and did not address current CFIT-avoidance technologies.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Flight crew, Personnel issues - Action/decision - Action - Lack of action - Flight crew, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Response/compensation, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Response/compensation, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Organizational issues - Support/oversight/monitoring - Training - CRM/MRM training - Operator, Organizational issues - Support/oversight/monitoring - Training - CRM/MRM training - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Aircraft - Aircraft systems - Navigation system - Ground proximity system - Not used/operated, Aircraft - Aircraft systems - Navigation system - Ground proximity system - Related operating info, Aircraft - Aircraft systems - Navigation system - Ground proximity system - Capability exceeded, Aircraft - Aircraft systems - Navigation system - Ground proximity system - Design, Environmental issues - Operating environment - Communication system - VHF/HF radio - Not specified, Environmental issues - Operating environment - Meteorological services - Meteo equip coverage/avail - Not specified, Organizational issues - Support/oversight/monitoring - Safety programs - (general) - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Safety programs - (general) - Other institution/organization, Aircraft - Aircraft systems - Indicating/recording systems - Data recorders (flight/maint) - Not installed/available","https://data.ntsb.gov/Docket?ProjectID=94121"
"ERA16WA332","ACC","94126","2016-09-30T18:05:00Z","San Antonio De Prado",,"Colombia",,"HK3804","false","Aviation","None",,"Fatal","4","6","0",,,"https://data.ntsb.gov/Docket?ProjectID=94126"
"WPR16LA189","ACC","94049","2016-09-30T09:37:00Z","Lopez Island","Washington","United States",,"N6781L","false","Aviation","DirectorBrief","2018-07-05T04:00:00Z","Serious","0","2","2","The pilot's decision to land in an area of low visibility and ground fog, which resulted in collision with water.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=94049"
"CEN16LA386","ACC","94106","2016-09-29T07:00:00Z","Lawton","Oklahoma","United States",,"N361SF","false","Aviation","DirectorBrief","2019-03-18T04:00:00Z","Serious","0","1","3","The pilot's loss of helicopter control during landing, which resulted in a hard landing and collision with a wall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Other","https://data.ntsb.gov/Docket?ProjectID=94106"
"DCA16CA226","ACC","94087","2016-09-24T11:15:00Z","Dulles","Virginia","United States",,"N366PH","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","None","0","0","0","incorrect installation of the frangible towing fuse that prevented the nose landing gear from extending.","Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction","https://data.ntsb.gov/Docket?ProjectID=94087"
"ENG16IA037","INC","94105","2016-09-19T09:24:00Z","Miami","Florida","United States",,"P4-AAA","false","Aviation","DirectorBrief","2018-01-25T05:00:00Z","None","0","0","0","the incorrect latching of the #2 Engine Fan Cowl following a routine maintenance check that resulted in separation of the cowl during takeoff.","Aircraft - Aircraft handling/service - Maintenance/inspections - Return to service - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=94105"
"CEN16FA372","ACC","94022","2016-09-17T03:04:00Z","Alexandria","Minnesota","United States",,"N91NM","false","Aviation","DirectorBrief","2018-09-04T04:00:00Z","Serious","0","3","0","The pilot's excessive cyclic input during a missed approach maneuver in night instrument meteorological conditions, which resulted in a loss of control and spiraling descent into terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft systems - Flight control system - (general) - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Clouds - Effect on operation, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Effect on operation, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below approach minima - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=94022"
"ANC16LA067","ACC","94042","2016-09-16T09:20:00Z","Fairbanks","Alaska","United States",,"N6464V","false","Aviation","DirectorBrief","2017-07-26T04:00:00Z","None","0","0","0","Excessive side loads imposed on the tailwheel A-frame during the takeoff roll, which resulted in a separation of the tailwheel and the subsequent loss of directional control.","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=94042"
"ANC16LA062","ACC","93982","2016-09-09T12:30:00Z","Kodiak","Alaska","United States",,"N91AK","false","Aviation","DirectorBrief","2020-12-03T05:00:00Z","Serious","0","3","0","The pilot's failure to maintain adequate airspeed during the initial climb and turn after takeoff, which resulted in an exceedance of the airplane's critical angle of attack and an aerodynamic stall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=93982"
"ANC16FA061","ACC","93931","2016-08-31T11:01:00Z","Russian Mission","Alaska","United States",,"N752RV, N82452","false","Aviation","DirectorBrief","2019-02-26T05:00:00Z","Fatal","5","0","0","The failure of both pilots to see and avoid each other while in level cruise flight, which resulted in a midair collision.","Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot of other aircraft","https://data.ntsb.gov/Docket?ProjectID=93931"
"DCA16CA220","ACC","93972","2016-08-31T03:10:00Z","International Waters",,"Unknown",,"N657UA","false","Aviation","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","1","11","an inadvertent encounter with severe convective turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=93972"
"DCA16FA217","ACC","93897","2016-08-27T10:30:00Z","Pensacola","Florida","United States",,"N766SW","false","Aviation","DirectorBrief","2020-03-30T04:00:00Z","None","0","0","0","A low-cycle fatigue crack in the dovetail of fan blade No. 23, which resulted in the fan blade separating in flight and impacting the fan case. This impact caused the fan blade to fracture into fragments that traveled farther than expected into the inlet, which compromised the structural integrity of the inlet and led to the in-flight separation of inlet components. A portion of the inlet struck the fuselage and created a hole, causing the cabin to depressurize.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Fatigue/wear/corrosion, Aircraft - Aircraft structures - Nacelles/pylons structure - Plates/skins (nacelle/pylon) - Damaged/degraded, Aircraft - Aircraft structures - Fuselage - Fuselage main structure - Damaged/degraded","https://data.ntsb.gov/Docket?ProjectID=93897"
"GAA16CA458","ACC","93920","2016-08-25T17:00:00Z","Central","Alaska","United States",,"N9575D","false","Aviation","DirectorBrief","2016-12-05T05:00:00Z","None","0","0","0","The pilot's decision to taxi on unsuitable terrain after landing, which resulted in an encounter with a washed out ditch.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Effect on equipment, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=93920"
"GAA16CA450","ACC","93895","2016-08-24T14:45:00Z","Peach Springs","Arizona","United States",,"N839PA","false","Aviation","DirectorBrief","2016-12-05T05:00:00Z","None","0","0","0","The pilot's failure to maintain clearance from terrain while hover taxiing backward, resulting in the tail striking terrain.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=93895"
